mpid	log($PF_p$)	$\Delta{\bar N_{\rm{U}}}$	${\bar N_{\rm{U}}}$	${\bar N_{{\rm{pU}}}}$	${L_0}$	${L_2}$	$SG$	$\bar N$	${E_{\rm{g}}}$	${\bar T_{\rm{M}}}$	 $\bar N_{{\rm{pU}}}$	${\chi ^{\max }}$	${\chi _{{\rm{range}}}}$
mp-17944	-4.136718787	0.814814815	1.333333333	1.222222222	4	0.693888666	150	10.88888889	7.1115	304.4822222	0.645833333	3.98	3.05
mp-636461	-3.202045197	1.058601134	2.869565217	2.869565217	4	0.652173913	150	23.82608696	2.1698	348.7152174	0.288	3.44	1.63
mp-769039	-3.213253545	0.691358025	2.444444444	1.555555556	3	0.711458249	150	25.77777778	3.0392	491.2733333	0.368421053	3.44	2.22
mp-557773	-3.230627844	2.419753086	3.555555556	1.555555556	3	0.711458249	150	15.77777778	2.9113	519.94	0.482758621	3.44	2.08
mp-556458	-2.617984218	0.8	2	2	4	0.64807407	150	13.6	4.143	1008.98	0.583333333	3.44	2.55
mp-3404	-2.548214638	0.32	1.8	1.6	3	0.663324958	150	15.4	5.0279	173.044	0.64	3.44	2.62
mp-29787	-2.690371323	0.859375	1.375	1.125	3	0.65550553	150	31.75	1.9393	598.5	0.321428571	3.44	2.55
mp-556024	-3.673678479	1.382716049	1.777777778	0.666666667	3	0.711458249	150	10.88888889	4.1845	333.7488889	0.625	3.98	3.05
mp-29796	-3.772131284	1.3125	1.875	1.6875	3	0.775604603	151	19.375	4.3163	412.913125	0.594339623	3.16	1.93
mp-29844	-3.821043186	1.5	2	1.6875	3	0.775604603	151	19.25	4.2224	405.538125	0.605769231	3.16	1.95
mp-570857	-3.747163953	1.875	2.25	1.6875	3	0.775604603	151	17.625	4.0351	416.163125	0.65625	3.16	1.94
mp-17947	-2.754489059	0.8125	1.75	1.5	4	0.58630197	152	26.25	0.9812	810.0475	0.290322581	2.58	1.69
mp-21266	-2.356548015	0.9375	2.75	2.75	4	0.661437828	152	17.75	4.261	442.48875	0.393939394	3.44	1.4
mp-560316	-2.732829915	0.84	1.4	1.4	3	0.678232998	152	30.4	0.5603	142.012	0.233333333	3.44	1.44
mp-4236	-3.139666186	1	1	1	3	0.612372436	152	25.5	2.2892	450.57	0.307692308	3.44	2.55
mp-6486	-2.573489878	0.875	2.25	2.25	4	0.661437828	152	12.25	5.3874	498.6625	0.6	3.44	2.49
mp-4122	-3.522888879	0.888888889	2.666666667	2.666666667	3	0.707106781	152	13	4.4468	139.9016667	0.476190476	3.44	1.63
mp-9784	-2.630785442	0.875	2.25	2.25	4	0.661437828	152	16.75	3.5436	589	0.48	3.44	2.55
mp-5331	-3.196547664	0.888888889	2.666666667	2.666666667	3	0.707106781	152	10	5.6178	244.995	0.625	3.44	1.83
mp-12403	-4.049669229	1.111111111	1.666666667	1.5	3	0.707106781	152	7.333333333	8.2555	502.615	0.65625	3.98	3
mp-530331	-2.628933432	1.384083045	3.176470588	3.176470588	3	0.688511759	152	38.11764706	1.437	784.2647059	0.25	2.1	0.49
mp-616521	-3.139067566	0.666666667	3	2.833333333	3	0.623609564	152	13.33333333	3.5898	1511.68	0.382352941	3.04	1.11
mp-780448	-3.045760869	0.462809917	2.363636364	1.818181818	3	0.686348585	152	26.54545455	1.8381	516.8327273	0.346938776	3.44	2.21
mp-772137	-3.016828088	0.297520661	2.181818182	1.818181818	3	0.686348585	152	26.72727273	1.7512	521.0145455	0.34	3.44	2.2
mp-3288	-2.619790025	0.5	2	1.75	3	0.612372436	152	19.5	2.3904	118.56	0.611111111	3.44	2.65
mp-28205	-3.183100795	0.666666667	2	1.111111111	3	0.657342198	152	16.44444444	2.4449	538.4011111	0.37037037	3.44	2.51
mp-679927	-3.747163953	0.816635161	2.434782609	1.956521739	4	0.694292149	152	10.86956522	3.1245	155.4856522	0.625	3.44	2.62
mp-561251	-3.823929009	0.816635161	2.434782609	1.956521739	4	0.694292149	152	11.65217391	3.3341	154.8334783	0.625	3.44	2.62
mp-572149	-3.477564895	0.559546314	2.260869565	2.173913043	4	0.694292149	152	12.08695652	2.9081	116.2565217	0.633333333	3.44	2.65
mp-680248	-4.882960832	0.981738495	3.135135135	2.594594595	3	0.626304337	152	16.32432432	1.9935	2123.643243	0.355555556	3.44	1.24
mp-6267	-1.841637719	1.875	3.5	2.375	4	0.661437828	152	14.5	4.1447	687.75	0.575	3.44	2.34
mp-28757	-3.692518938	1.96875	2.3125	1.6875	3	0.775604603	152	32.4375	3.3848	455.250625	0.287671233	2.96	1.82
mp-555818	-1.982966953	0.875	2.25	2	4	0.58630197	154	27.25	1.3389	819.57375	0.256410256	2.58	0.68
mp-6930	-3.025952324	0.888888889	2.666666667	2.666666667	2	0.745355992	154	10	5.6695	598.8666667	0.625	3.44	1.54
mp-558022	-2.567031831	0.875	2.25	2.25	4	0.661437828	154	12.25	5.3882	498.6625	0.6	3.44	2.49
mp-3955	-3.205516833	0.888888889	2.666666667	2.666666667	3	0.707106781	154	10	5.6177	244.995	0.625	3.44	1.83
mp-686076	-3.068037441	1.384083045	3.176470588	3.176470588	3	0.688511759	154	46.35294118	1.0051	567.3335294	0.180451128	2.33	0.52
mp-755367	-2.694650136	1.68	2.8	1.2	4	0.64807407	155	22.6	0.883	872.026	0.279069767	3.44	2.46
mp-675022	-1.686132928	0.96	1.6	1.4	3	0.663324958	155	37.6	2.8506	283.4	0.34	3.16	2.37
mp-676561	-2.869668484	0.32	1.2	0.6	3	0.663324958	155	42	0.3342	896	0.160714286	2.66	0.73
mp-14506	-2.636389336	1.453287197	3.235294118	3.235294118	2	0.718032683	155	35.94117647	1.3854	809.4641176	0.259668508	2.1	0.49
mp-662810	-3.169415822	1.157024793	2.454545455	1.818181818	4	0.61991735	155	12.63636364	3.6802	508.9068182	0.509090909	3.44	2.51
mp-7323	-2.879428372	1.061728395	1.555555556	1.444444444	5	0.484322105	155	10.22222222	5.9649	672.4288889	0.575	3.98	3.16
mp-706629	-4.079913215	0.857142857	2	1.571428571	4	0.580288457	155	5.285714286	5.2762	390.4085714	0.541666667	3.44	2.51
mp-561187	-3.015026021	1.74	3.45	2.95	4	0.651920241	155	13.45	4.6122	612.6165	0.426356589	3.44	2.3
mp-559092	-2.435334764	3	3	0.75	2	0.790569415	155	12	6.105	493.625	0.625	3.98	2.62
mp-866658	-2.903092419	0.686784599	1.483870968	0.870967742	5	0.583327139	155	7.161290323	1.6903	128.0777419	0.518181818	3.44	1.24
mp-6524	-3.675731953	0.8	2	2	4	0.651920241	155	8.8	4.9366	991.68	0.583333333	3.44	2.44
mp-13516	-3.50585515	1.4	3	2.95	4	0.651920241	155	11.2	5.684	733.4005	0.509259259	3.44	2.19
mp-7337	-3.077278174	1.74	3.45	2.95	4	0.651920241	155	10.75	5.3154	707.2005	0.555555556	3.44	2.3
mp-752446	-3.289042796	0.4	2	1.8	3	0.663324958	155	13.6	3.0279	107.982	0.625	3.44	2.62
mp-556530	-2.36251097	2.4	4	2.2	4	0.651920241	155	11.8	3.8851	834.23	0.541666667	3.44	2.34
mp-695398	-3.640177794	0.502066116	1.409090909	0.795454545	5	0.647627584	155	4.727272727	0.793	67.64795455	0.5234375	3.44	2.51
mp-686583	-2.524329829	1.324128863	2.717948718	1.769230769	5	0.646133496	155	12.66666667	4.1738	453.7038462	0.578125	3.44	2.51
mp-10348	-1.991400126	2.4	4	2.2	4	0.651920241	155	11.8	4.1792	834.23	0.541666667	3.44	2.34
mp-570485	-1.889410526	2	2.5	2.25	4	0.5	156	16.5	0.6205	921.12	0.3	2.2	1.25
mp-677241	-1.920819007	2.75	3.5	1	3	0.612372436	156	42	1.1135	1070.4425	0.133333333	2.55	1.28
mp-36209	-1.742321593	0.5	1.5	1	3	0.612372436	156	41.5	1.1916	1040.9425	0.137931034	2.55	1.3
mp-568656	-2.396856385	0	4	4	2	0.707106781	156	10	2.0411	2755	0.5	2.55	0.65
mp-677467	-2.58670141	0.280957336	1.161290323	0.870967742	5	0.624674733	156	21.22580645	2.6169	223.8119355	0.558510638	3.16	2.34
mp-675902	-1.801343105	2.75	3.5	1	3	0.612372436	156	34	1.1056	1036.1925	0.173913043	2.55	1.33
mp-33723	-2.528709316	0.666666667	2	2	3	0.577350269	156	56.66666667	1.297	510.9533333	0.193548387	2.96	0.94
mp-571567	-2.200659934	0.444444444	0.666666667	0.666666667	2	0.745355992	156	51.33333333	2.4658	455.9733333	0.217391304	2.66	0.97
mp-682548	-2.607304278	0.280957336	1.161290323	0.870967742	5	0.624674733	156	24.12903226	2.6624	222.0587097	0.558510638	3.16	2.37
mp-669326	-2.251812516	0.444444444	0.666666667	0.666666667	2	0.745355992	156	51.33333333	2.3857	455.9733333	0.217391304	2.66	0.97
mp-647489	-2.275724704	0.444444444	0.666666667	0.666666667	2	0.745355992	156	51.33333333	2.384	455.9733333	0.217391304	2.66	0.97
mp-680111	-2.282330079	0.444444444	0.666666667	0.666666667	2	0.745355992	156	51.33333333	2.3871	455.9733333	0.217391304	2.66	0.97
mp-570136	-2.995681636	0	1	0.5	2	0.707106781	156	41	1.4615	872.31	0.178571429	2.66	0.76
mp-571592	-2.250264225	0.444444444	0.666666667	0.666666667	2	0.745355992	156	51.33333333	2.4394	455.9733333	0.217391304	2.66	0.97
mp-570472	-2.286510045	0.444444444	0.666666667	0.666666667	2	0.745355992	156	51.33333333	2.3081	455.9733333	0.217391304	2.66	0.97
mp-571197	-2.257275419	0.444444444	0.666666667	0.666666667	2	0.745355992	156	51.33333333	2.4217	455.9733333	0.217391304	2.66	0.97
mp-571225	-2.259637864	0.444444444	0.666666667	0.666666667	2	0.745355992	156	51.33333333	2.4733	455.9733333	0.217391304	2.66	0.97
mp-22965	-2.436519746	0.666666667	2	2	3	0.577350269	156	62.66666667	1.3295	551.3033333	0.193548387	2.66	0.64
mp-571519	-2.26520073	0.444444444	0.666666667	0.666666667	2	0.745355992	156	51.33333333	2.4175	455.9733333	0.217391304	2.66	0.97
mp-571091	-2.282330079	0.444444444	0.666666667	0.666666667	2	0.745355992	156	51.33333333	2.4211	455.9733333	0.217391304	2.66	0.97
mp-570671	-2.291579695	0.444444444	0.666666667	0.666666667	2	0.745355992	156	51.33333333	2.4445	455.9733333	0.217391304	2.66	0.97
mp-567199	-2.906580767	1.333333333	2	2	2	0.745355992	156	62.66666667	2.3556	458.1033333	0.193548387	2.66	0.33
mp-571654	-2.272459312	0.444444444	0.666666667	0.666666667	2	0.745355992	156	51.33333333	2.3876	455.9733333	0.217391304	2.66	0.97
mp-570410	-2.277366653	0.444444444	0.666666667	0.666666667	2	0.745355992	156	51.33333333	2.379	455.9733333	0.217391304	2.66	0.97
mp-571535	-2.294136886	0.444444444	0.666666667	0.666666667	2	0.745355992	156	51.33333333	2.4194	455.9733333	0.217391304	2.66	0.97
mp-624399	-2.306273666	0.444444444	0.666666667	0.666666667	2	0.745355992	156	51.33333333	2.3811	455.9733333	0.217391304	2.66	0.97
mp-571607	-2.286510045	0.444444444	0.666666667	0.666666667	2	0.745355992	156	51.33333333	2.3709	455.9733333	0.217391304	2.66	0.97
mp-571559	-2.294992641	0.444444444	0.666666667	0.666666667	2	0.745355992	156	51.33333333	2.3719	455.9733333	0.217391304	2.66	0.97
mp-571568	-2.298432619	0.444444444	0.666666667	0.666666667	2	0.745355992	156	51.33333333	2.4195	455.9733333	0.217391304	2.66	0.97
mp-624417	-2.313364357	0.444444444	0.666666667	0.666666667	2	0.745355992	156	51.33333333	2.353	455.9733333	0.217391304	2.66	0.97
mp-570695	-2.316053498	0.444444444	0.666666667	0.666666667	2	0.745355992	156	51.33333333	2.4178	455.9733333	0.217391304	2.66	0.97
mp-625557	-2.634513325	0.64	1.2	0.8	3	0.6	156	13.2	1.2645	146.368	0.307692308	3.44	1.75
mp-557308	-2.974697003	1	1	1	2	0.707106781	156	23	1.9071	540.52	0.222222222	2.58	0.93
mp-556161	-2.872897471	1	1	1	2	0.707106781	156	23	1.441	540.52	0.222222222	2.58	0.93
mp-557009	-2.958610079	1	1	1	2	0.707106781	156	23	2.0314	540.52	0.222222222	2.58	0.93
mp-554889	-2.935544632	1	1	1	2	0.707106781	156	23	2.035	540.52	0.222222222	2.58	0.93
mp-532294	-2.723539805	0.489795918	1.714285714	1.142857143	3	0.654653671	156	45.71428571	0.5858	872.8885714	0.153846154	2.55	1.31
mp-555779	-2.903092419	1	1	1	2	0.707106781	156	23	2.0047	540.52	0.222222222	2.58	0.93
mp-556950	-2.910097361	1	1	1	2	0.707106781	156	23	2.0301	540.52	0.222222222	2.58	0.93
mp-554115	-3.024571408	1	1	1	2	0.707106781	156	23	2.0181	540.52	0.222222222	2.58	0.93
mp-553880	-3.017731934	1	1	1	2	0.707106781	156	23	2.031	540.52	0.222222222	2.58	0.93
mp-19433	-2.406714709	2.071005917	3.384615385	1.230769231	4	0.666173388	156	16.46153846	1.2329	876.4684615	0.457142857	3.44	2.46
mp-19431	-2.383000393	2.071005917	3.384615385	1.230769231	4	0.666173388	156	17.84615385	1.4982	875.3146154	0.457142857	3.44	2.46
mp-560944	-3.790503751	0.413793103	2	1.862068966	4	0.669534063	159	17.5862069	5.1064	175.7434483	0.625	3.44	2.65
mp-9410	-1.931814398	0.489795918	3.428571429	3.428571429	2	0.714285714	159	6.571428571	3.8089	1674.457143	0.5625	3.04	0.49
mp-9480	-2.832684733	1.102040816	2.571428571	2.428571429	4	0.622699849	159	11.14285714	4.5036	453.7428571	0.59375	3.44	2.62
mp-570021	-2.211125378	1.8921762	3.282051282	2.025641026	4	0.721146724	159	38.51282051	0.6648	746.2546154	0.187707641	2.55	1.01
mp-16804	-3.344868291	0.693877551	1.714285714	1.571428571	4	0.622699849	159	10	5.1801	300.7414286	0.59375	3.44	2.46
mp-863062	-2.443698343	0.693877551	2.285714286	2.142857143	4	0.622699849	159	18.85714286	3.4179	414.8985714	0.362068966	3.44	2.46
mp-569806	-2.175874622	1.609467456	2.769230769	1.384615385	4	0.721146724	159	29.64102564	0.8224	693.2697436	0.233766234	2.55	1.73
mp-6800	-3.031987558	0.408163265	1.714285714	1.428571429	4	0.622699849	159	10	5.3317	199.6828571	0.625	3.44	2.62
mp-765136	-4.330748222	1.233560091	1.761904762	0.785714286	3	0.808823226	159	11.9047619	1.4645	342.1711905	0.572916667	3.98	3
mp-581922	-3.34776043	1.983471074	2.363636364	0.636363636	4	0.537825435	159	32.18181818	2.5856	952.1263636	0.357142857	3.16	2.37
mp-680059	-3.118619338	1.017301038	2.117647059	1.235294118	3	0.60847532	159	26.82352941	1.6778	840.9835294	0.409090909	3.16	1.26
mp-938	-1.573488853	1	3	3	2	0.707106781	160	42	0.8215	967.03	0.2	2.1	0.09
mp-9813	-1.879426299	1.777777778	3.333333333	1.333333333	2	0.745355992	160	35.33333333	1.6176	1490.573333	0.25	2.58	0.22
mp-4182	-2.410051181	1.625	2.75	1	3	0.612372436	160	25.75	0.7568	1047.9125	0.275862069	2.58	0.92
mp-1434	-1.869666457	1.777777778	3.333333333	1.333333333	2	0.745355992	160	24.66666667	1.5776	1224.24	0.444444444	2.58	0.42
mp-757100	-2.423659456	0.5	2	1	3	0.612372436	160	15.5	0.714	749.6025	0.363636364	2.58	1.6
mp-9519	-2.237321961	1.111111111	2.666666667	2.333333333	3	0.577350269	160	20	3.8023	1706.993333	0.25	3.04	1.11
mp-22981	-2.515701158	1.04	2.4	2.4	3	0.663324958	160	31.6	3.0753	225.65	0.290322581	3.44	1.82
mp-555763	-2.761955654	1	1	1	2	0.707106781	160	23	2.0615	540.52	0.222222222	2.58	0.93
mp-531175	-3.777301733	1.387755102	2.571428571	2.571428571	3	0.654653671	160	20.28571429	0.6883	202.7485714	0.290322581	3.44	1.75
mp-753022	-4.204168627	1.428571429	3	2.928571429	3	0.677630927	160	16.42857143	1.5021	165.9871429	0.324561404	3.44	2.51
mp-675124	-2.863281652	1.325443787	3.076923077	3.076923077	3	0.692307692	160	28.76923077	0.2464	410.0738462	0.333333333	2.58	0.8
mp-6296	-2.647818833	0.840236686	1.692307692	1.461538462	4	0.583298111	160	34.53846154	2.0062	474.3576923	0.190789474	2.55	1.73
mp-7684	-2.356548015	1.346938776	3.428571429	3.428571429	3	0.622699849	160	54	1.192	614.7142857	0.125	2.55	0.93
mp-757911	-3.159271152	1.454046639	3.037037037	3.037037037	3	0.699794208	160	10	4.4096	412.3888889	0.578125	3.44	2.13
mp-760795	-3.229153141	1.454046639	3.037037037	3.037037037	3	0.699794208	160	10.66666667	4.2432	403.8585185	0.536231884	3.44	1.83
mp-38011	-2.718968225	0.444444444	1.333333333	0.666666667	3	0.577350269	160	12	3.2297	246.3	0.5	2.58	1.76
mp-770959	-3.141467013	1.037037037	1.555555556	1.555555556	3	0.657342198	160	26.66666667	2.6948	498.3777778	0.44	3.44	2.55
mp-766328	-3.125522241	0.417608566	2.048780488	1.87804878	3	0.670177154	160	24.09756098	0.3803	442.6470732	0.350828729	3.44	1.51
mp-760755	-3.576765598	1.438763377	3.103448276	3.068965517	3	0.699073618	160	10.27586207	4.6169	397.8034483	0.580882353	3.44	2.62
mp-625051	-2.856987387	0.444444444	1.333333333	0.666666667	3	0.577350269	160	6.666666667	3.2972	146.56	0.5	3.44	2.51
mp-558273	-2.96657906	1.037037037	1.555555556	1.555555556	3	0.657342198	160	12.66666667	3.3718	589.5555556	0.55	3.44	2.44
mp-33302	-3.21968773	1.387755102	2.571428571	2.571428571	3	0.654653671	160	10	4.2657	429.8771429	0.5625	3.44	2.13
mp-23612	-3.703350164	1.38	2.7	2.55	4	0.604152299	160	10.1	5.5022	795.5695	0.520408163	3.44	2.62
mp-552552	-3.349699278	0.691358025	1.777777778	1.333333333	3	0.638284739	160	9.111111111	1.5445	613.9644444	0.5625	3.44	2.51
mp-42458	-3.002616674	0.787379973	2.074074074	1.814814815	5	0.596054701	160	8.37037037	4.9906	198.1585185	0.580357143	3.44	2.49
mp-7375	-2.316053498	1.68	2.8	1.2	3	0.663324958	160	16.8	2.3605	650.186	0.5	3.44	2.62
mp-4559	-2.514279567	0.8	2	2	3	0.663324958	160	17.2	4.4395	997.48	0.583333333	3.44	2.55
mp-530852	-3.077797359	0.979591837	1.714285714	1.714285714	3	0.654653671	160	10	2.3731	536.0285714	0.5625	3.44	2.13
mp-22958	-2.453458201	0.48	1.6	1.4	3	0.663324958	160	15.6	4.0763	153.346	0.472222222	3.44	2.62
mp-554051	-2.889412647	0.864197531	1.555555556	0.888888889	4	0.693888666	160	3.111111111	6.0701	447.0677778	0.454545455	3.98	1.78
mp-23664	-2.33068377	1.526627219	2.769230769	1.846153846	4	0.570476807	160	8.307692308	4.2148	1049.140769	0.555555556	3.44	2.22
mp-23771	-2.358526583	1.420118343	2.692307692	1.846153846	4	0.570476807	160	10.07692308	4.3141	1014.217692	0.508474576	3.44	2.27
mp-23837	-2.375718626	1.633136095	2.846153846	1.846153846	4	0.570476807	160	9.923076923	4.3603	1010.294615	0.526315789	3.44	2.3
mp-550474	-2.809670263	0.691358025	1.777777778	1.333333333	3	0.638284739	160	5.555555556	3.9008	650.7733333	0.5625	3.44	2.46
mp-28240	-2.627089285	0.888888889	2.666666667	2.666666667	3	0.577350269	160	10	4.9384	1422.053333	0.625	3.44	0.89
mp-30925	-2.333482674	1.2	3	2.1	3	0.678232998	160	12.6	2.2955	171.095	0.611111111	3.44	2.34
mp-642729	-2.159894345	1.526627219	2.769230769	1.846153846	4	0.570476807	160	9.692307692	4.1378	1002.525385	0.555555556	3.44	2.34
mp-559593	-3.033392296	0.694214876	2.363636364	2.363636364	4	0.567727091	160	10.54545455	2.5719	173.1481818	0.64516129	3.98	1.79
mp-28781	-3.072120179	2.576177285	2.631578947	0.789473684	3	0.806826827	160	16.52631579	5.7458	441.6052632	0.614754098	3.98	2.85
mp-753677	-2.157391197	0.612244898	1.714285714	1.285714286	3	0.622699849	161	20	2.5678	438.65	0.3	2.58	1.6
mp-754009	-2.58670141	2.16	3.6	1.8	3	0.663324958	161	25.6	3.2425	504.56	0.3	3.44	2.08
mp-3666	-2.400117692	1.68	2.8	1.2	3	0.663324958	161	20	3.7746	781.618	0.315789474	3.44	2.46
mp-3731	-2.252588736	1.68	2.8	1.2	3	0.663324958	161	13.6	3.3768	673.618	0.5	3.44	2.46
mp-754323	-2.684031124	0.4	2	1.8	3	0.663324958	161	35.2	3.2028	505.36	0.241935484	3.44	2.19
mp-768221	-2.478862832	2.16	3.6	1.8	3	0.663324958	161	29.2	3.1467	501.56	0.3	3.44	2.22
mp-39140	-5.241618059	1.041666667	2.416666667	2.208333333	5	0.595119036	161	9.583333333	4.0252	419.6375	0.586538462	3.44	2.51
mp-768310	-2.335358682	2.16	3.6	1.8	3	0.663324958	161	32.8	3.0885	380.36	0.3	3.44	2.34
mp-695056	-3.698985205	0.98828125	2.3125	1.875	5	0.623435542	161	11.0625	4.3739	518.019375	0.583333333	3.44	2.51
mp-18495	-3.448558542	1.437869822	2.923076923	2.884615385	4	0.674997261	161	7.923076923	5.6482	902.2188462	0.575	3.44	2.49
mp-542464	-3.675731953	0.52173913	2	1.739130435	4	0.604019304	161	11.56521739	3.9647	123.0208696	0.407894737	3.44	1.63
mp-28680	-3.8794491	1.111111111	1.666666667	1.5	3	0.707106781	161	31.66666667	3.5772	283.7733333	0.256097561	2.96	2.14
mp-768827	-3.153048999	0.444444444	0.666666667	0.666666667	3	0.707106781	161	51	3.171	599.5666667	0.277777778	2.66	1.77
mp-555472	-2.737550571	1.396825397	2.666666667	1.714285714	4	0.626330783	161	12.47619048	4.3108	545.6228571	0.5625	3.44	2.51
mp-23683	-2.15119573	1	2	1.5	3	0.612372436	161	4	6.2978	976.455	0.5	3.44	1.24
mp-31476	-3.349699278	1.5	2.5	2	3	0.612372436	161	17	4.66	1990.4	0.4	2.55	1.76
mp-552185	-2.709966948	0.4	2	1.8	3	0.663324958	161	15.6	1.8677	292.476	0.441176471	3.44	1.51
mp-28198	-3.484135425	1.111111111	1.666666667	1.5	3	0.707106781	161	49.66666667	2.5376	381.6016667	0.256097561	2.66	1.84
mp-555661	-3.924478586	0.728888889	1.822222222	1.822222222	4	0.672199265	161	12.4	4.3213	316.0055556	0.572649573	3.44	2.44
mp-570738	-2.982969584	1.777777778	2.333333333	2.333333333	2	0.745355992	161	45.66666667	2.3838	358.87	0.234042553	2.66	0.85
mp-543040	-2.939304804	0.52173913	2	1.739130435	4	0.604019304	161	13.91304348	3.7634	152.846087	0.407894737	3.44	1.63
mp-768348	-3.193146713	0.7265625	2.1875	1.6875	3	0.775604603	161	13.0625	5.6722	157.3375	0.623762376	3.44	2.27
mp-770754	-3.089913193	0.328125	1.875	1.6875	3	0.775604603	161	13.375	5.8111	182.4625	0.594339623	3.44	2.21
mp-768166	-3.106242121	0.3515625	1.9375	1.6875	3	0.775604603	161	13.3125	5.7623	178.5875	0.6	3.44	2.22
mp-650841	-2.632645384	1.777777778	2.333333333	2.333333333	2	0.745355992	161	33.66666667	3.3617	278.17	0.234042553	2.96	1.15
mp-6610	-3.71898255	1.111111111	2.666666667	2.333333333	4	0.540061725	161	11.5	4.1667	1492.63	0.4	3.04	2.22
mp-39770	-2.286510045	1.157024793	2.545454545	1.636363636	5	0.599586634	161	10.54545455	4.2949	272.0268182	0.576923077	3.44	2.11
mp-772838	-3.061483777	0.9140625	2.5625	1.5	3	0.775604603	161	24.3125	3.8063	800.2875	0.322147651	3.44	2.2
mp-743582	-2.903092419	1.185185185	2.888888889	1.833333333	5	0.693888666	161	11.77777778	2.3111	402.75	0.548076923	3.44	1.9
mp-735483	-3.920844089	0.75	1.75	0.875	5	0.587965241	161	7.625	4.6221	259.175625	0.5	3.44	2.51
mp-31220	-1.821023254	1.2	3	3	3	0.663324958	162	36.6	1.3431	957.69	0.272727273	2.1	0.49
mp-30284	-2.562250547	0.72	1.8	1.8	3	0.663324958	162	27.4	1.6293	297.744	0.254237288	3.44	1.44
mp-757074	-2.58670141	0.444444444	0.666666667	0.666666667	3	0.711458249	162	46	4.0225	616.7888889	0.277777778	2.66	1.77
mp-9126	-3.150584886	0.444444444	2	2	3	0.711458249	162	20.88888889	2.8085	354.04	0.441176471	3.44	2.49
mp-20727	-2.274906052	0.592592593	2.444444444	2.444444444	3	0.711458249	162	25.77777778	2.132	304.1077778	0.340425532	3.44	1.39
mp-754196	-2.214670663	0.444444444	0.666666667	0.666666667	3	0.711458249	162	52	3.6619	596.7888889	0.277777778	2.66	1.77
mp-9127	-3.074176031	0.444444444	2	2	3	0.711458249	162	22.88888889	2.8755	348.4844444	0.441176471	3.44	2.55
mp-754118	-3.198601093	0.444444444	2	2	3	0.711458249	162	16.88888889	3.284	395.4222222	0.441176471	3.44	2.49
mp-753345	-2.092051854	0.444444444	0.666666667	0.666666667	3	0.711458249	162	50	3.4759	604.0111111	0.277777778	2.66	1.77
mp-556963	-3.176530336	0.888888889	2.666666667	2.666666667	2	0.745355992	162	10	5.3976	598.8666667	0.625	3.44	1.54
mp-568932	-2.446117822	0.871111111	3.066666667	2.8	4	0.584997626	162	16.66666667	2.4507	1854.049333	0.3	3.04	1.35
mp-568373	-2.545156207	0.871111111	3.066666667	2.8	4	0.584997626	162	14.53333333	2.6455	1807.449333	0.348837209	3.04	1.35
mp-569321	-2.37263486	0.586666667	3.733333333	2.8	4	0.584997626	162	11.46666667	1.9679	1930.753333	0.394736842	3.04	1.49
mp-570847	-2.54363503	0.75	3	2.625	4	0.565961571	162	6.75	4.2272	1570.395625	0.454545455	3.04	1.16
