Unnamed: 0,mpid,pf_n,pf_p,formula,m_n,m_p,composition
7870,mp-770472,0.971,0.284,HoLuO3,0.405,1.92,"(Ho, Lu, O)"
7871,mp-770473,0.0039,1.75,CaLaI5,962.0,245.0,"(Ca, La, I)"
7872,mp-770474,0.809,0.239,La4Ti3O12,25.1,5.0,"(La, Ti, O)"
7873,mp-770481,0.853,0.193,Ta9PO25,1.81,6.27,"(Ta, P, O)"
7874,mp-770494,0.01,0.4029999999999999,LaMgI5,328.0,6.71,"(La, Mg, I)"
7875,mp-770499,0.206,0.231,Mn4P2O9,6.39,6.5,"(Mn, P, O)"
7876,mp-770500,0.0557,0.0281,Na6Mn2B4SO16,28.5,56.5,"(Na, Mn, B, S, O)"
7877,mp-770519,0.421,0.0152,Li2AlVO4,2.45,59.6,"(Li, Al, V, O)"
7878,mp-770533,0.643,0.0379,Li6MnO4,0.598,56.9,"(Li, Mn, O)"
7879,mp-770534,0.154,0.1169999999999999,Li2Mn3O7,9.58,21.9,"(Li, Mn, O)"
7880,mp-770558,0.201,0.157,MnP2O7,11.5,70.4,"(Mn, P, O)"
7881,mp-770560,0.525,0.541,Na4Cr2C4SO16,0.098,0.0961,"(Na, Cr, C, S, O)"
7882,mp-770569,0.4539999999999999,0.7190000000000001,ZnCrO4,3.56,1.68,"(Zn, Cr, O)"
7883,mp-770570,0.154,0.109,Dy2WO6,21.3,15.0,"(Dy, W, O)"
7884,mp-770575,0.131,0.131,LiCrPO4F,13.7,17.8,"(Li, Cr, P, O, F)"
7885,mp-770579,0.0057799999999999,0.156,LaMgI5,6890.0,31.6,"(La, Mg, I)"
7886,mp-770583,0.389,0.3979999999999999,MnZnO3,3.65,3.74,"(Mn, Zn, O)"
7887,mp-770584,0.696,0.142,Sr3WO6,1.27,6.6,"(Sr, W, O)"
7888,mp-770617,0.191,0.545,La4FeO8,8.28,5.75,"(La, Fe, O)"
7889,mp-770629,0.0501,0.159,Li2AlFeO4,44.0,15.1,"(Li, Al, Fe, O)"
7890,mp-770646,0.794,1.17,Na3SnAsCO7,7.01,3.7,"(Na, Sn, As, C, O)"
7891,mp-770654,1.57,0.373,Li2BSbO4,3.0,2.9,"(Li, B, Sb, O)"
7892,mp-770663,0.0661,0.3279999999999999,Li2FeBO4,36.6,10.5,"(Li, Fe, B, O)"
7893,mp-770672,0.0972,0.565,Na2LiMnPCO7,310.0,73.6,"(Na, Li, Mn, P, C, O)"
7894,mp-770692,0.604,0.267,Ga2WO6,2.98,4.71,"(Ga, W, O)"
7895,mp-770693,0.3229999999999999,0.127,Li3MnAl2O6,5.0,12.6,"(Li, Mn, Al, O)"
7896,mp-770700,0.461,0.173,Li2Ti3O7,49.1,7.73,"(Li, Ti, O)"
7897,mp-770703,0.71,0.149,LiSbWO6,0.821,9.15,"(Li, Sb, W, O)"
7898,mp-770705,0.769,0.128,LiVTe2WO12,0.982,19.6,"(Li, V, Te, W, O)"
7899,mp-770715,0.3379999999999999,0.423,Ga2WO6,3.53,4.53,"(Ga, W, O)"
7900,mp-770718,0.688,0.226,Mg(IO3)2,2.35,5.17,"(Mg, I, O)"
7901,mp-770735,0.395,0.514,ZnCrO4,5.74,4.97,"(Zn, Cr, O)"
7902,mp-770741,0.982,0.128,Mg3(AsO4)2,0.4029999999999999,17.2,"(Mg, As, O)"
7903,mp-770743,0.792,0.163,Li2Hf2O5,1.27,25.1,"(Li, Hf, O)"
7904,mp-770748,0.0991,0.65,Gd3TaO7,21.0,3.19,"(Gd, Ta, O)"
7905,mp-770754,0.408,0.0813,Ho(ClO4)3,3.95,19.6,"(Ho, Cl, O)"
7906,mp-770773,0.86,0.00309,Rb2S2O7,0.623,223.0,"(Rb, S, O)"
7907,mp-770775,0.636,0.146,Li3V5O14,16.4,8.92,"(Li, V, O)"
7908,mp-770795,0.0905,0.141,Na3CuBSO7,43.4,87.2,"(Na, Cu, B, S, O)"
7909,mp-770805,0.853,0.352,Li6Hf2O7,0.858,2.83,"(Li, Hf, O)"
7910,mp-770808,0.36,0.747,LiB2SbO5,3.81,4.29,"(Li, B, Sb, O)"
7911,mp-770816,0.489,0.579,Dy2TiO5,100.0,24.7,"(Dy, Ti, O)"
7912,mp-770839,0.183,0.0617,LiCr(CO3)2,11.0,74.2,"(Li, Cr, C, O)"
7913,mp-770853,0.6709999999999999,0.682,Li2CoPO4F,0.853,0.855,"(Li, Co, P, O, F)"
7914,mp-770862,0.113,0.168,Li2Cr2O7,24.1,24.1,"(Li, Cr, O)"
7915,mp-770872,0.0976,0.119,Li2Cr2O7,28.6,20.2,"(Li, Cr, O)"
7916,mp-770873,0.271,0.628,Ho2WO6,7.36,74.9,"(Ho, W, O)"
7917,mp-770876,0.2019999999999999,0.144,Li3Ni(BO3)2,25.0,13.2,"(Li, Ni, B, O)"
7918,mp-770880,0.0682,0.114,Li3Ni(BO3)2,29.6,26.3,"(Li, Ni, B, O)"
7919,mp-770892,0.171,0.145,VPO5,17.4,15.8,"(V, P, O)"
7920,mp-770904,0.431,0.078,Li3Mn(BO3)2,14.7,15.6,"(Li, Mn, B, O)"
7921,mp-770906,0.163,0.0622,Li3Mn(BO3)2,7.3,25.6,"(Li, Mn, B, O)"
7922,mp-770907,0.0214,0.392,Gd2W2O9,95.2,19.3,"(Gd, W, O)"
7923,mp-770910,0.2789999999999999,0.235,Li3Mn(BO3)2,20.6,10.8,"(Li, Mn, B, O)"
7924,mp-770936,0.846,0.3829999999999999,Ba2Sc2O5,0.662,22.0,"(Ba, Sc, O)"
7925,mp-770944,0.0855,0.00403,Li4Co2C4SO16,23.8,1120.0,"(Li, Co, C, S, O)"
7926,mp-770948,0.0614,0.06,Na3CoPCO7,19.3,17.9,"(Na, Co, P, C, O)"
7927,mp-770950,0.8759999999999999,0.0299,LiLa4MnO8,0.645,18.7,"(Li, La, Mn, O)"
7928,mp-770957,1.2,0.355,Be(CoO2)2,1.1,3.7,"(Be, Co, O)"
7929,mp-770959,0.971,0.0722,Ba3GeO5,0.421,12.3,"(Ba, Ge, O)"
7930,mp-770969,0.774,0.193,LiVSn3(PO4)6,0.735,4.31,"(Li, V, Sn, P, O)"
7931,mp-770998,0.0385,0.498,GdTa3O9,60.0,14.5,"(Gd, Ta, O)"
7932,mp-771047,0.501,0.369,Mn(IO3)2,2.07,3.59,"(Mn, I, O)"
7933,mp-771049,0.8640000000000001,0.923,Li2CoBO4,2.28,2.04,"(Li, Co, B, O)"
7934,mp-771077,0.0572,0.411,LiFeB2O5,43.5,4.77,"(Li, Fe, B, O)"
7935,mp-771084,0.826,0.1369999999999999,Te(WO4)3,0.688,6.12,"(Te, W, O)"
7936,mp-771121,0.466,0.358,La2HfO5,4.85,7.68,"(La, Hf, O)"
7937,mp-771122,0.0723,0.615,Na2CuBSO7,47.9,50.2,"(Na, Cu, B, S, O)"
7938,mp-771132,0.986,0.046,Ba3Ga4O9,0.386,9.38,"(Ba, Ga, O)"
7939,mp-771165,0.349,0.331,Dy2TiO5,35.5,4.76,"(Dy, Ti, O)"
7940,mp-771185,0.895,0.00457,K2Ge2O5,0.506,132.0,"(K, Ge, O)"
7941,mp-771235,0.746,0.0641,CsLa3O5,0.7859999999999999,24.7,"(Cs, La, O)"
7942,mp-771248,0.941,0.0398,Na2Ge2O5,0.457,10.9,"(Na, Ge, O)"
7943,mp-771255,0.908,0.0592,Cs4SiO4,0.4589999999999999,62.4,"(Cs, Si, O)"
7944,mp-771256,0.8909999999999999,0.0316,Sr3(AsO4)2,0.481,222.0,"(Sr, As, O)"
7945,mp-771260,0.85,0.0768,Y2Hf2O7,0.602,6.57,"(Y, Hf, O)"
7946,mp-771264,0.907,0.139,Na3ZnPCO7,0.52,86.9,"(Na, Zn, P, C, O)"
7947,mp-771276,0.444,0.28,LiMnB2O5,5.48,8.96,"(Li, Mn, B, O)"
7948,mp-771291,0.0317,0.026,Li3Mn(BO2)5,60.6,79.5,"(Li, Mn, B, O)"
7949,mp-771304,0.6809999999999999,0.8109999999999999,Li3SiSbCO7,272.0,3.71,"(Li, Si, Sb, C, O)"
7950,mp-771321,1.06,0.0473,Cs4GeO4,0.375,18.3,"(Cs, Ge, O)"
7951,mp-771335,0.75,0.4320000000000001,Na3SnPCO7,1.23,41.7,"(Na, Sn, P, C, O)"
7952,mp-771357,0.524,0.115,Lu2(WO4)3,6.95,17.3,"(Lu, W, O)"
7953,mp-771363,0.408,0.301,MnPO4,4.69,10.6,"(Mn, P, O)"
7954,mp-771390,0.44,0.121,In2WO6,2.56,20.7,"(In, W, O)"
7955,mp-771393,0.104,0.128,Na3FeBAsO7,351.0,48.2,"(Na, Fe, B, As, O)"
7956,mp-771407,0.0503,0.139,Li3Fe(BO3)2,52.3,14.5,"(Li, Fe, B, O)"
7957,mp-771411,0.972,0.203,Sr3GeO5,0.4029999999999999,11.8,"(Sr, Ge, O)"
7958,mp-771416,0.0993,0.589,Na3Li3Mn2P2(CO7)2,366.0,77.2,"(Na, Li, Mn, P, C, O)"
7959,mp-771421,0.1,0.557,Na3Li3Mn2P2(CO7)2,424.0,50.7,"(Na, Li, Mn, P, C, O)"
7960,mp-771423,0.19,0.304,Li3FeBAsO7,60.6,12.2,"(Li, Fe, B, As, O)"
7961,mp-771443,0.161,0.103,Tb2WO6,20.6,15.9,"(Tb, W, O)"
7962,mp-771444,0.6,0.184,Li3MnAsCO7,0.727,18.2,"(Li, Mn, As, C, O)"
7963,mp-771446,0.8440000000000001,0.0868,Te3WO12,0.627,6.52,"(Te, W, O)"
7964,mp-771467,0.089,0.539,Na3Li3Mn2P2(CO7)2,278.0,134.0,"(Na, Li, Mn, P, C, O)"
7965,mp-771469,0.226,0.6459999999999999,Li2FeAsCO7,113.0,29.5,"(Li, Fe, As, C, O)"
7966,mp-771475,0.802,0.16,Li4MnNb2WO12,0.954,202.0,"(Li, Mn, Nb, W, O)"
7967,mp-771476,0.637,0.123,Na3MnAsCO7,0.557,41.9,"(Na, Mn, As, C, O)"
7968,mp-771489,0.642,0.318,Li2NiCSO7,87.4,21.4,"(Li, Ni, C, S, O)"
7969,mp-771513,0.121,0.7070000000000001,Na3FeSiCO7,316.0,27.4,"(Na, Fe, Si, C, O)"
7970,mp-771525,0.0966,0.528,Li3MnPCO7,184.0,567.0,"(Li, Mn, P, C, O)"
7971,mp-771543,0.173,0.157,LiMnH4(SO5)2,9.14,25.1,"(Li, Mn, H, S, O)"
7972,mp-771546,0.4379999999999999,0.344,Mn(IO3)2,2.26,19.2,"(Mn, I, O)"
7973,mp-771547,0.551,0.161,Na3NiAsCO7,11.2,66.4,"(Na, Ni, As, C, O)"
7974,mp-771568,0.4579999999999999,0.0368,SrCa2I6,1.29,17.4,"(Sr, Ca, I)"
7975,mp-771570,0.794,0.45,Sr2CaI6,1.08,6.01,"(Sr, Ca, I)"
7976,mp-771590,0.491,0.0783,Na3CrPCO7,7.62,50.4,"(Na, Cr, P, C, O)"
7977,mp-771591,0.5770000000000001,0.0502,Mn(IO3)2,1.56,15.8,"(Mn, I, O)"
7978,mp-771594,0.644,0.0434,Na3VPCO7,0.611,44.9,"(Na, V, P, C, O)"
7979,mp-771604,0.482,0.123,Li3CrPCO7,4.89,75.7,"(Li, Cr, P, C, O)"
7980,mp-771609,0.451,0.483,LiTiV3O10,82.2,4.46,"(Li, Ti, V, O)"
7981,mp-771645,0.998,0.213,Sr2CaI6,0.91,6.6,"(Sr, Ca, I)"
7982,mp-771685,0.266,0.206,V4SnO12,7.19,10.6,"(V, Sn, O)"
7983,mp-771698,0.0536,0.331,LaAlO3,33.8,7.79,"(La, Al, O)"
7984,mp-771743,0.0451,0.1159999999999999,Na3FeBPO7,101.0,41.2,"(Na, Fe, B, P, O)"
7985,mp-771750,0.34,0.1939999999999999,Sr(IO3)2,4.3,11.4,"(Sr, I, O)"
7986,mp-771752,0.8320000000000001,0.13,Na3CrBPO7,93.8,27.9,"(Na, Cr, B, P, O)"
7987,mp-771771,0.386,0.306,Ta2PbO6,3.26,4.44,"(Ta, Pb, O)"
7988,mp-771787,0.6409999999999999,0.292,TiMn3O8,97.8,3.87,"(Ti, Mn, O)"
7989,mp-771801,0.0325,0.171,Na2FeBPO7,308.0,81.8,"(Na, Fe, B, P, O)"
7990,mp-771804,0.424,0.946,Li2SbAsCO7,6.12,18.6,"(Li, Sb, As, C, O)"
7991,mp-771805,0.275,1.06,Na2FeBAsO7,90.6,63.8,"(Na, Fe, B, As, O)"
7992,mp-771816,0.505,0.419,Gd3NbO7,3.81,3.53,"(Gd, Nb, O)"
7993,mp-771828,0.7829999999999999,0.0941,Dy2Zr2O7,0.7290000000000001,6.03,"(Dy, Zr, O)"
7994,mp-771834,0.628,0.478,Tb3NbO7,5.36,4.01,"(Tb, Nb, O)"
7995,mp-771843,0.195,0.36,Mn3(PO4)2,8.1,3.92,"(Mn, P, O)"
7996,mp-771850,0.118,0.588,Li3V(TeO3)4,28.8,3.54,"(Li, V, Te, O)"
7997,mp-771861,0.679,0.122,LiNiSbO4,0.613,29.0,"(Li, Ni, Sb, O)"
7998,mp-771863,0.792,0.0968,Li4Y3MnO8,182.0,7.15,"(Li, Y, Mn, O)"
7999,mp-771866,0.6829999999999999,0.21,LiV(TeO4)3,1.06,3.27,"(Li, V, Te, O)"
8000,mp-771883,0.000825,0.384,Sr3LaCl9,10100.0,9.12,"(Sr, La, Cl)"
8001,mp-771890,0.795,0.00579,LiSnAsCO7,0.892,129.0,"(Li, Sn, As, C, O)"
8002,mp-771900,1.32,1.44,Li3AlCoO4,1.38,1.33,"(Li, Al, Co, O)"
8003,mp-771912,0.23,0.28,Li4Cr2C4SO16,0.95,0.884,"(Li, Cr, C, S, O)"
8004,mp-771918,0.0516,0.121,Li2MnPO4F,37.8,27.8,"(Li, Mn, P, O, F)"
8005,mp-771931,0.241,0.0503,V4CrCuO12,6.8,39.4,"(V, Cr, Cu, O)"
8006,mp-771933,0.43,0.205,Li2Mn2SnO6,1.6,10.5,"(Li, Mn, Sn, O)"
8007,mp-771938,0.5539999999999999,0.136,Mn5SnO12,24600.0,130.0,"(Mn, Sn, O)"
8008,mp-771944,0.00365,0.4270000000000001,Ba3La2Cl12,1250.0,5.49,"(Ba, La, Cl)"
8009,mp-771955,0.00115,0.747,Sr3LaBr9,6500.0,5.11,"(Sr, La, Br)"
8010,mp-771963,0.0011,0.466,Ba2LaCl7,2200.0,27.8,"(Ba, La, Cl)"
8011,mp-771976,0.977,0.013,Rb2Be2O3,0.434,32.7,"(Rb, Be, O)"
8012,mp-772025,1.11,0.155,TaIn3O7,0.2189999999999999,9.22,"(Ta, In, O)"
8013,mp-772032,0.00132,0.439,Sr2LaI7,8860.0,8.81,"(Sr, La, I)"
8014,mp-772034,0.000958,0.87,Ba3LaI9,12900.0,3.94,"(Ba, La, I)"
8015,mp-772036,0.604,0.119,YTa7O19,4.84,12.0,"(Y, Ta, O)"
8016,mp-772052,1.04,0.0838,CdSeO4,0.332,9.31,"(Cd, Se, O)"
8017,mp-772053,0.3929999999999999,0.0479,ZrMnO3,6.41,35.4,"(Zr, Mn, O)"
8018,mp-772063,0.00196,0.168,BaLaCl5,2670.0,15.3,"(Ba, La, Cl)"
8019,mp-772074,0.00147,1.29,Sr3LaI9,4030.0,2.93,"(Sr, La, I)"
8020,mp-772080,0.00148,0.7609999999999999,BaLaI5,1560.0,47.8,"(Ba, La, I)"
8021,mp-772082,0.0314,1.53,CaLaI5,180.0,8.97,"(Ca, La, I)"
8022,mp-772090,0.159,0.135,Li4Ti9O20,17.0,13.6,"(Li, Ti, O)"
8023,mp-772107,0.483,0.177,Ca2WO5,4.65,10.1,"(Ca, W, O)"
8024,mp-772109,0.7709999999999999,0.8140000000000001,LiSiBiO4,1.26,1.18,"(Li, Si, Bi, O)"
8025,mp-772130,0.421,0.652,Li2Ti3NiO8,2.92,2.32,"(Li, Ti, Ni, O)"
8026,mp-772137,0.431,0.0962,Er2Sb2O7,2.56,42.9,"(Er, Sb, O)"
8027,mp-772155,0.433,0.231,Li2BiAsCO7,3.26,6.94,"(Li, Bi, As, C, O)"
8028,mp-772158,0.0023,0.442,Ba2LaI7,1260.0,5.27,"(Ba, La, I)"
8029,mp-772160,0.0144,2.43,SrLaI5,194.0,1.15,"(Sr, La, I)"
8030,mp-772180,1.14,0.348,LuScO3,157.0,4.91,"(Lu, Sc, O)"
8031,mp-772181,0.978,0.0312,Cs3GaO3,0.436,13.7,"(Cs, Ga, O)"
8032,mp-772185,0.936,0.315,Li6Hf2O7,2.51,4.48,"(Li, Hf, O)"
8033,mp-772187,1.05,0.0418,AlGaO3,0.331,15.5,"(Al, Ga, O)"
8034,mp-772188,0.966,0.104,DyErO3,0.4639999999999999,9.24,"(Dy, Er, O)"
8035,mp-772199,1.03,0.0868,Rb3ClO,0.385,5.82,"(Rb, Cl, O)"
8036,mp-772219,0.0022199999999999,0.402,BaLaI5,1310.0,27.7,"(Ba, La, I)"
8037,mp-772238,0.411,0.3989999999999999,V2SiO7,3.7,3.81,"(V, Si, O)"
8038,mp-772240,0.1159999999999999,0.386,Li2MnH4(SO5)2,219.0,52.1,"(Li, Mn, H, S, O)"
8039,mp-772243,0.308,0.174,La4MnO8,8.19,7.18,"(La, Mn, O)"
8040,mp-772255,0.767,0.105,CuPO3,0.777,5.75,"(Cu, P, O)"
8041,mp-772272,0.128,0.0901,Li2Cr2O7,15.4,30.5,"(Li, Cr, O)"
8042,mp-772273,0.0328,0.313,Li2MnH4(SO5)2,253.0,239.0,"(Li, Mn, H, S, O)"
8043,mp-772295,0.815,0.387,TmClO,103.0,3.0,"(Tm, Cl, O)"
8044,mp-772296,0.375,0.327,ZnCrO4,5.8,6.42,"(Zn, Cr, O)"
8045,mp-772297,0.0428,0.0183,Li2Cr2O7,72.3,140.0,"(Li, Cr, O)"
8046,mp-772338,0.016,0.457,Li2ScFe(SiO3)4,168.0,15.5,"(Li, Sc, Fe, Si, O)"
8047,mp-772342,0.54,0.531,Y2W2O9,37.2,118.0,"(Y, W, O)"
8048,mp-772346,0.345,0.237,Tm2(WO4)3,3.82,6.38,"(Tm, W, O)"
8049,mp-772357,0.7390000000000001,0.115,Na2VCSO7,65.6,105.0,"(Na, V, C, S, O)"
8050,mp-772367,0.809,0.0252,K2WO4,0.6509999999999999,32.7,"(K, W, O)"
8051,mp-772372,0.34,0.235,Sm2WO6,5.4,7.33,"(Sm, W, O)"
8052,mp-772382,0.00784,0.023,Li2FeSi3O8,519.0,362.0,"(Li, Fe, Si, O)"
8053,mp-772395,0.69,0.6779999999999999,LiV(OF)2,80.9,18.9,"(Li, V, O, F)"
8054,mp-772397,0.565,0.305,Li5WNO4,2.78,11.0,"(Li, W, N, O)"
8055,mp-7724,0.0607,0.452,Li2UO4,1330.0,4.63,"(Li, U, O)"
8056,mp-772400,0.2019999999999999,0.119,Li2W(OF2)2,26300.0,187.0,"(Li, W, O, F)"
8057,mp-772408,0.909,0.441,Ba4Tm6O13,0.488,485.0,"(Ba, Tm, O)"
8058,mp-772413,1.01,0.0555,Al8SiO14,0.415,42.4,"(Al, Si, O)"
8059,mp-772416,0.0149,0.8220000000000001,Li2Ti3Sn(PO4)6,128.0,5.05,"(Li, Ti, Sn, P, O)"
8060,mp-772428,0.44,0.123,LiV(SO4)3,482.0,22.8,"(Li, V, S, O)"
8061,mp-772435,0.0466,0.436,Li3Al2FeO6,87.5,15.1,"(Li, Al, Fe, O)"
8062,mp-772436,0.0353,0.0776,Li2AlFeO4,107.0,23.1,"(Li, Al, Fe, O)"
8063,mp-772480,0.708,0.192,Na3MnSiCO7,8.7,82.8,"(Na, Mn, Si, C, O)"
8064,mp-772521,0.121,0.195,Li8TiO6,15.4,10.9,"(Li, Ti, O)"
8065,mp-772525,0.0684,0.2739999999999999,Li6Fe(BO3)3,750.0,6.43,"(Li, Fe, B, O)"
8066,mp-772526,0.175,0.102,Li6Mn(BO3)3,22.2,39.9,"(Li, Mn, B, O)"
8067,mp-772529,0.262,0.22,Y2W2O9,9.09,19.0,"(Y, W, O)"
8068,mp-772534,0.111,0.693,LaSCl,77.6,7.09,"(La, S, Cl)"
8069,mp-772561,0.599,0.0514,Li2CuSb(PO4)2,2.09,121.0,"(Li, Cu, Sb, P, O)"
8070,mp-772579,0.303,0.213,La2WO6,6.05,12.5,"(La, W, O)"
8071,mp-772583,0.272,0.455,Ca3W2O9,11.4,400.0,"(Ca, W, O)"
8072,mp-7726,0.018,0.555,Rb2UO4,1470.0,3.81,"(Rb, U, O)"
8073,mp-772605,0.799,0.00517,NaSnAsCO7,0.969,150.0,"(Na, Sn, As, C, O)"
8074,mp-772609,1.02,0.53,La2Zn2O5,0.425,55500.0,"(La, Zn, O)"
8075,mp-772610,0.825,0.0289,Ho2(SeO4)3,0.613,17.8,"(Ho, Se, O)"
8076,mp-772638,0.29,0.182,Ho2WO6,5.63,10.1,"(Ho, W, O)"
8077,mp-772640,0.6779999999999999,0.0503,Ga2WO6,1.48,22.5,"(Ga, W, O)"
8078,mp-772644,0.0902,0.146,Li6Cr(BO3)3,97.0,278.0,"(Li, Cr, B, O)"
8079,mp-772661,0.0452,0.235,Li4MnSn3(PO4)4,51.8,30.9,"(Li, Mn, Sn, P, O)"
8080,mp-772666,0.249,0.0867,Li2Cr2O7,29.9,21.5,"(Li, Cr, O)"
8081,mp-772682,0.327,0.23,Dy2W2O9,5.62,14.7,"(Dy, W, O)"
8082,mp-772686,0.2689999999999999,0.267,Ga2(WO4)3,5.7,5.81,"(Ga, W, O)"
8083,mp-772695,0.1009999999999999,0.249,Na3Fe(BO3)2,17.1,10.4,"(Na, Fe, B, O)"
8084,mp-772726,0.879,0.0761,Na3CuCSO7,0.5710000000000001,132.0,"(Na, Cu, C, S, O)"
8085,mp-772733,0.738,0.104,Li3CrBAsO7,3.05,17.7,"(Li, Cr, B, As, O)"
8086,mp-772744,0.875,0.126,Tm2P4O13,0.557,61.7,"(Tm, P, O)"
8087,mp-772748,0.855,0.0144,Ba2P6O17,0.596,41.0,"(Ba, P, O)"
8088,mp-772750,0.6729999999999999,0.0441,Li3MgPCO7,1.1,14.8,"(Li, Mg, P, C, O)"
8089,mp-772758,0.407,0.0455,Sm2Zr2O7,21.5,19.7,"(Sm, Zr, O)"
8090,mp-772777,0.848,0.0136,K3SrPCO7,0.611,65.0,"(K, Sr, P, C, O)"
8091,mp-772779,0.679,0.361,Ca(SeO3)2,8.92,4.45,"(Ca, Se, O)"
8092,mp-772780,0.82,0.0279,K3BePCO7,0.685,1130.0,"(K, Be, P, C, O)"
8093,mp-772781,0.2689999999999999,0.205,Lu2B4O9,9.92,11.9,"(Lu, B, O)"
8094,mp-772783,0.0846,0.1969999999999999,Li2Mg3Ti6O16,24.3,10.7,"(Li, Mg, Ti, O)"
8095,mp-772801,0.792,0.261,LuBiO3,0.961,2.49,"(Lu, Bi, O)"
8096,mp-772821,0.951,0.0070799999999999,Rb3LuO3,0.435,77.8,"(Rb, Lu, O)"
8097,mp-772823,0.7709999999999999,0.21,Y2HfO5,0.77,3.93,"(Y, Hf, O)"
8098,mp-772825,0.4270000000000001,0.33,Ta2BeO6,4.1,5.48,"(Ta, Be, O)"
8099,mp-772832,0.847,0.00677,K2LuPCO7,0.596,102.0,"(K, Lu, P, C, O)"
8100,mp-772838,0.209,0.0868,Er(ReO4)3,5.97,15.1,"(Er, Re, O)"
8101,mp-772840,0.92,0.0778,Sm2Ge2O7,0.476,19.1,"(Sm, Ge, O)"
8102,mp-772850,0.238,0.132,La2Hf2O7,72.2,10.9,"(La, Hf, O)"
8103,mp-772861,0.722,0.613,BaSr2I6,1.53,1.34,"(Ba, Sr, I)"
8104,mp-772864,0.966,0.0343,Rb2Ge2O5,0.488,25.3,"(Rb, Ge, O)"
8105,mp-772869,0.5710000000000001,0.236,Ta7InO19,2.64,5.53,"(Ta, In, O)"
8106,mp-772876,0.912,0.168,BaSr2I6,0.913,9.11,"(Ba, Sr, I)"
8107,mp-772878,0.502,0.489,Ba2SrI6,2.57,185.0,"(Ba, Sr, I)"
8108,mp-772886,0.0081599999999999,0.509,BaLa2Cl8,1250.0,24.6,"(Ba, La, Cl)"
8109,mp-772916,0.00148,0.75,Ba3(LaI6)2,1440.0,16.0,"(Ba, La, I)"
8110,mp-772919,0.5619999999999999,0.171,Tm4(B2O5)3,23.9,11.7,"(Tm, B, O)"
8111,mp-772981,1.08,0.0371,Li2Zn3(Ge3O8)2,0.312,11.9,"(Li, Zn, Ge, O)"
8112,mp-772986,0.895,0.0223,Na3SiSnBO7,0.53,25.8,"(Na, Si, Sn, B, O)"
8113,mp-773007,0.901,0.267,LiCu5(PO4)2,0.54,1.92,"(Li, Cu, P, O)"
8114,mp-773016,0.8759999999999999,0.134,Lu2P4O13,0.551,65.7,"(Lu, P, O)"
8115,mp-773017,0.0631,0.506,LiTi2(PO4)3,39.4,4.09,"(Li, Ti, P, O)"
8116,mp-773040,0.248,0.106,As5Pb3S10,4.16,51.1,"(As, Pb, S)"
8117,mp-773066,0.72,0.344,KTa2PO8,1.68,4.46,"(K, Ta, P, O)"
8118,mp-773067,0.605,0.503,Er3TaO7,12.4,3.12,"(Er, Ta, O)"
8119,mp-773074,0.0797,0.1159999999999999,LiZr2(PO4)3,24.2,16.4,"(Li, Zr, P, O)"
8120,mp-773079,0.861,0.0018899999999999,AlZnH16N(OF)6,0.569,512.0,"(Al, Zn, H, N, O, F)"
8121,mp-773090,1.07,0.268,Nb6CdO16,1.41,6.2,"(Nb, Cd, O)"
8122,mp-773100,0.732,0.273,La2BiO5,3.48,6.02,"(La, Bi, O)"
8123,mp-773111,0.00172,0.145,Ba2LaCl7,4660.0,17.2,"(Ba, La, Cl)"
8124,mp-773126,0.426,0.166,Sm2(WO4)3,2.6,7.64,"(Sm, W, O)"
8125,mp-773176,0.741,0.118,Li2CrAsCO7,3.01,43.1,"(Li, Cr, As, C, O)"
8126,mp-773197,0.129,0.4529999999999999,Li2Cr4O13,17.2,181.0,"(Li, Cr, O)"
8127,mp-773214,0.00602,0.341,Gd2W4O15,391.0,55.1,"(Gd, W, O)"
8128,mp-773224,0.928,0.204,LiY3WO8,16.9,9.74,"(Li, Y, W, O)"
8129,mp-773239,0.208,0.325,Li4MnV2WO12,6.61,42.7,"(Li, Mn, V, W, O)"
8130,mp-773240,0.369,0.0802,MnO2,3.8,19.1,"(Mn, O)"
8131,mp-773258,0.813,0.174,K2CrPCO7,474.0,660.0,"(K, Cr, P, C, O)"
8132,mp-773280,0.569,0.144,TiMn5O12,24500.0,24.8,"(Ti, Mn, O)"
8133,mp-773350,0.0867,0.579,NaLi2MnPCO7,415.0,209.0,"(Na, Li, Mn, P, C, O)"
8134,mp-773351,0.0946,0.526,NaLi5Mn2P2(CO7)2,565.0,53.7,"(Na, Li, Mn, P, C, O)"
8135,mp-773392,0.7090000000000001,0.583,Hg2W2O7,2.88,6.21,"(Hg, W, O)"
8136,mp-773397,0.54,0.5660000000000001,GeWO4,2.53,2.19,"(Ge, W, O)"
8137,mp-773403,0.0827,0.5329999999999999,Na3Li3Mn2P2(CO7)2,328.0,66.0,"(Na, Li, Mn, P, C, O)"
8138,mp-773407,0.2689999999999999,0.0672,Na3Ni(BO3)2,44.7,16.8,"(Na, Ni, B, O)"
8139,mp-773420,0.114,0.59,Na5LiMn2P2(CO7)2,47.4,77.6,"(Na, Li, Mn, P, C, O)"
8140,mp-773445,0.0848,0.541,NaLi2MnPCO7,366.0,101.0,"(Na, Li, Mn, P, C, O)"
8141,mp-773510,0.57,0.354,TiV2CrO10,3.18,4.02,"(Ti, V, Cr, O)"
8142,mp-773512,0.155,0.13,Tm2WO6,22.1,12.6,"(Tm, W, O)"
8143,mp-773513,0.351,0.226,Er2(WO4)3,3.61,6.57,"(Er, W, O)"
